Event	ID	Name			Wwise Object Path	Notes
	43799444	VX_Balle_Coup			\Default Work Unit\Voix\Balle\VX_Balle_Coup	
	49016843	Music_Monstre			\Default Work Unit\Music\Music_Monstre	
	213475906	SFX_But			\Default Work Unit\SFX\SFX_But	
	682388778	VX_Comment_FinMatch			\Default Work Unit\Voix\Commentaire\VX_Comment_FinMatch	
	1123955361	VX_Niveks_FinMatchGagnant			\Default Work Unit\Voix\Niveks\VX_Niveks_FinMatchGagnant	
	1598298728	Music_Menu			\Default Work Unit\Music\Music_Menu	
	1640672383	Public_Bouh			\Default Work Unit\Public\Public_Bouh	
	1834583677	Music_Tableau			\Default Work Unit\Music\Music_Tableau	
	1927068452	Menu_Move			\Default Work Unit\Menu\Menu_Move	
	1988127715	Menu_Valid			\Default Work Unit\Menu\Menu_Valid	
	2097335990	SFX_Niveks_Woosh			\Default Work Unit\SFX\SFX_Niveks_Woosh	
	2139348868	SFX_Niveks_CoupFort			\Default Work Unit\SFX\SFX_Niveks_CoupFort	
	2143267510	VX_Niveks_Coup			\Default Work Unit\Voix\Niveks\VX_Niveks_Coup	
	2279719562	VX_Balle_But			\Default Work Unit\Voix\Balle\VX_Balle_But	
	2297712543	SFX_Niveks_Footsteps			\Default Work Unit\SFX\SFX_Niveks_Footsteps	
	2649120174	VX_Niveks_DebutMatch			\Default Work Unit\Voix\Niveks\VX_Niveks_DebutMatch	
	2663589529	VX_Comment_DebutMatch			\Default Work Unit\Voix\Commentaire\VX_Comment_DebutMatch	
	2676280931	VX_Balle_RemiseEnJeu			\Default Work Unit\Voix\Balle\VX_Balle_RemiseEnJeu	
	2725983128	SFX_Niveks_CoupFaible			\Default Work Unit\SFX\SFX_Niveks_CoupFaible	
	2887782118	VX_Balle_Course			\Default Work Unit\Voix\Balle\VX_Balle_Course	
	2968666366	SFX_Monstre_Stop_Course			\Default Work Unit\SFX\SFX_Monstre_Stop_Course	
	3004362387	VX_Monstre_Crache			\Default Work Unit\Voix\Monstre\VX_Monstre_Crache	
	3019773176	Public_Normal			\Default Work Unit\Public\Public_Normal	
	3040534629	SFX_Monstre_Course			\Default Work Unit\SFX\SFX_Monstre_Course	
	3060817186	Public_But			\Default Work Unit\Public\Public_But	
	3206008515	Transfo_MonstreBalle			\Default Work Unit\Voix\Transformation\Transfo_MonstreBalle	
	3212082402	VX_Niveks_ButPerdant			\Default Work Unit\Voix\Niveks\VX_Niveks_ButPerdant	
	3227735425	SFX_Niveks_Course			\Default Work Unit\SFX\SFX_Niveks_Course	
	3251995241	Vx_Niveks_Poursuivi			\Default Work Unit\Voix\Niveks\Vx_Niveks_Poursuivi	
	3300306736	Public_Intensification			\Default Work Unit\Public\Public_Intensification	
	3395781144	Public_Fin			\Default Work Unit\Public\Public_Fin	
	3428692437	VX_Monstre_DebutCharge			\Default Work Unit\Voix\Monstre\VX_Monstre_DebutCharge	
	3534940551	SFX_Niveks_ChargeCoup			\Default Work Unit\SFX\SFX_Niveks_ChargeCoup	
	3607059188	SFX_Buzz_DebutMatch			\Default Work Unit\SFX\SFX_Buzz_DebutMatch	
	3644313994	VX_Monstre_Course			\Default Work Unit\Voix\Monstre\VX_Monstre_Course	
	3702120541	VX_Comment_MONSTERBALL			\Default Work Unit\Voix\Commentaire\VX_Comment_MONSTERBALL	
	3784437905	Vx_Niveks_Wilhem			\Default Work Unit\Voix\Niveks\Vx_Niveks_Wilhem	
	3790591353	VX_Niveks_FinMatchPerdant			\Default Work Unit\Voix\Niveks\VX_Niveks_FinMatchPerdant	
	3955264645	VX_Niveks_Frappe			\Default Work Unit\Voix\Niveks\VX_Niveks_Frappe	
	4101663895	Transfo_BalleMonstre			\Default Work Unit\Voix\Transformation\Transfo_BalleMonstre	
	4141078286	VX_Niveks_ButGagnant			\Default Work Unit\Voix\Niveks\VX_Niveks_ButGagnant	
	4235626026	VX_Niveks_ImpactBut			\Default Work Unit\Voix\Niveks\VX_Niveks_ImpactBut	
	4270895000	VX_Balle_Cloison			\Default Work Unit\Voix\Balle\VX_Balle_Cloison	

Game Parameter	ID	Name			Wwise Object Path	Notes
	1640672383	Public_Bouh			\Default Work Unit\Public_Bouh	

Effect plug-ins	ID	Name	Type				Notes
	75354082	VOIX_Monstre_Grogne_09	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Grognements\VOIX_Monstre_Grogne_09_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Monstre\Grognements\VOIX_Monstre_Grogne_09		124992
	83879300	SFX_Balle_ImpactMur	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\SFX_Niveks_ImpactMur_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Balle_impact\SFX_Balle_ImpactMur		99202
	87283720	VOIX_Balle_But_03	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\But\VOIX_Balle_But_03_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\But\VOIX_Balle_But_03		24678
	90760917	VOIX_Niveks_Yeah_05	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Yeah\VOIX_Niveks_Yeah_05_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\Yeah\VOIX_Niveks_Yeah_05		69140
	104051743	SFX_Niveks_CoupBatte_Fort	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\SFX_Niveks_CoupBatte_Fort_E6B89778.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\CoupBatte\Fort\SFX_Niveks_CoupBatte_Fort		12604
	117717347	VOIX_Balle_Impact_03	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Impact\VOIX_Balle_Impact_03_68EF7051.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\Impact\VOIX_Balle_Impact_03		25030
	127836317	SFX_Niveks_Footsteps_01-10	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Footsteps\SFX_Niveks_Footsteps_01-10_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Footsteps\SFX_Niveks_Footsteps_01-10		33734
	131947360	FX_Public_But_03	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\FX_Public_But_03_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiances\But\FX_Public_But_03		642864
	133538925	VOIX_Monstre_CracheJoueur_02	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\RecracheJoueur\VOIX_Monstre_CracheJoueur_02_00A2D0AF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Monstre\RecracheJoueur\VOIX_Monstre_CracheJoueur_02		43560
	138982408	SFX_Electric_Spark-04	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\SFX_Electric_Spark-04_102DAD95.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Electric_Spark_Light\SFX_Electric_Spark-04		57612
	151072850	SFX_Niveks_Footsteps_01-06	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Footsteps\SFX_Niveks_Footsteps_01-06_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Footsteps\SFX_Niveks_Footsteps_01-06		33734
	153690963	VOIX_Monstre_CracheJoueur_06	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\RecracheJoueur\VOIX_Monstre_CracheJoueur_06_67ED32F2.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Monstre\RecracheJoueur\VOIX_Monstre_CracheJoueur_06		41394
	155238317	VOIX_Niveks_CoupRecu_05	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\CoupRecu\VOIX_Niveks_CoupRecu_05_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\CoupRecu\VOIX_Niveks_CoupRecu_05		35196
	158470312	VOIX_Niveks_Poursuivi_04	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Poursuivi\VOIX_Niveks_Poursuivi_04_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\Poursuivi\VOIX_Niveks_Poursuivi_04		207230
	173624706	VOIX_Balle_Impact_01	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Impact\VOIX_Balle_Impact_01_BA55EE95.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\Impact\VOIX_Balle_Impact_01		52436
	173668112	SFX_But_Gong	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\65 Boxen - Gong_6E1F6751.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Balle_Pop\SFX_But_Gong		80204
	182481853	VOIX_Monstre_Grogne_07	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Grognements\VOIX_Monstre_Grogne_07_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Monstre\Grognements\VOIX_Monstre_Grogne_07		267584
	184233157	VOIX_Niveks_Poursuivi_07	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Poursuivi\VOIX_Niveks_Poursuivi_07_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\Poursuivi\VOIX_Niveks_Poursuivi_07		293388
	190620213	VOIX_Balle_Impact_07	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Impact\VOIX_Balle_Impact_07_3EC325CF.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\Impact\VOIX_Balle_Impact_07		45936
	192988937	VOIX_Balle_But_01	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\But\VOIX_Balle_But_01_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\But\VOIX_Balle_But_01		32064
	204840794	VOIX_Monstre_Grogne_10	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Grognements\VOIX_Monstre_Grogne_10_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Monstre\Grognements\VOIX_Monstre_Grogne_10		948336
	210585394	SFX_Impact_Metal	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\4-83 Dull metal impact (3) _ light metal impact_E9D5DFEB.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Balle_impact\SFX_Impact_Metal		54192
	216323634	VOIX_Balle_RemiseEnJeu_03	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Remise en jeu\VOIX_Balle_RemiseEnJeu_03_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\Remise en jeu\VOIX_Balle_RemiseEnJeu_03		127004
	230692044	VOIX_Balle_RemiseEnJeu_05	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Remise en jeu\VOIX_Balle_RemiseEnJeu_05_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\Remise en jeu\VOIX_Balle_RemiseEnJeu_05		104212
	232677423	SFX_Impact_Light	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\4-66 Light body impact (3)_EC2F4887.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\CoupBatte\Faible\SFX_Impact_Light\SFX_Impact_Light		59736
	236322355	FX_Public_Fin_01	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\FX_Public_Fin_01_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiances\Fin\FX_Public_Fin_01		1075588
	245629822	SFX_Impact_Light_02	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\4-66 Light body impact (3)_FF6DFC5C.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\CoupBatte\Faible\SFX_Impact_Light\SFX_Impact_Light_02		37004
	246759114	VOIX_Balle_RemiseEnJeu_04	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Remise en jeu\VOIX_Balle_RemiseEnJeu_04_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\Remise en jeu\VOIX_Balle_RemiseEnJeu_04		155718
	249786872	SFX_Electric_Spark-07	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\SFX_Electric_Spark-07_6E76AA20.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Electric_Spark_Light\SFX_Electric_Spark-07		50566
	263672041	VOIX_Balle_Court_02	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Course\VOIX_Balle_Court_02_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\Course\VOIX_Balle_Court_02		281600
	265700849	SFX_Balle_pop1_05	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\SFX_Balle_pop1_05_6890A0B6.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\SFX_Balle_Pop\SFX_Balle_Pop1\SFX_Balle_pop1_05		85898
	291728502	VOIX_Balle_But_11	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\But\VOIX_Balle_But_11_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\But\VOIX_Balle_But_11		54336
	293180452	VOIX_Niveks_CoupRecu_04	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\CoupRecu\VOIX_Niveks_CoupRecu_04_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\CoupRecu\VOIX_Niveks_CoupRecu_04		48376
	294783796	FX_Public_But_01	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\FX_Public_But_01_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiances\But\FX_Public_But_01		606036
	311864473	VOIX_Niveks_CoupBalle_03	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\CoupBalle\VOIX_Niveks_CoupBalle_03_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\CoupBalle\VOIX_Niveks_CoupBalle_03		96888
	314951929	VOIX_Niveks_CoupBalle_12	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\CoupBalle\VOIX_Niveks_CoupBalle_12_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\CoupBalle\VOIX_Niveks_CoupBalle_12		60024
	321965913	VOIX_Niveks_Poursuivi_11	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Poursuivi\VOIX_Niveks_Poursuivi_11_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\Poursuivi\VOIX_Niveks_Poursuivi_11		199452
	326652558	VOIX_Niveks_But_07	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\MarqueBut\VOIX_Niveks_But_07_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\MarqueBut\VOIX_Niveks_But_07		63132
	333780913	VOIX_Niveks_EjectBut_02	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\EjectBut\VOIX_Niveks_EjectBut_02_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\EjectBut\VOIX_Niveks_EjectBut_02		98674
	334758678	VOIX_Niveks_EjectBut_04	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\EjectBut\VOIX_Niveks_EjectBut_04_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Niveks\EjectBut\VOIX_Niveks_EjectBut_04		72956
	335949869	VOIX_Balle_But_13	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\But\VOIX_Balle_But_13_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\But\VOIX_Balle_But_13		34830
	348060390	VOIX_Balle_Impact_04	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\Impact\VOIX_Balle_Impact_04_1FAB01A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Balle\Impact\VOIX_Balle_Impact_04		49240
	357905263	SFX_Niveks_ImpactsBut	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\SFX_Niveks_ImpactsBut_DDC98EF4.wem		\Actor-Mixer Hierarchy\Default Work Unit\SFX\Niveks_Impact\SFX_Niveks_ImpactsBut		35210
	359829587	VOIX_Monstre_CracheJoueur_01	C:\Users\LaMouette\Documents\GitHub\MonsterBall-V2\Assets\Wwise\Project\MonsterBall\.cache\Windows\SFX\RecracheJoueur\VOIX_Monstre_CracheJoueur_01_B948B739.wem		\Actor-Mixer Hierarchy\Default Work Unit\Voix\Monstre\RecracheJoueur\VOIX_Monstre_CracheJoueur_01		33776
